"NPI","Provider Other Organization Name","Provider Other Organization Name Type Code","Created Date"
"1679642839","SCHWEINFURT PHCY","3","10/09/2009"
"1750450979","BUTZBACH PHCY","3","07/28/2010"
"1821167958","FRIEDBERG PHCY","3","07/28/2010"
"1821402652","DoD FT RICHARDSON ePhcy","3","06/27/2014"
"1831139658","Young's Medical Equipment","3","06/08/2023"
"1851114839","ZINA ORTIZ","3","05/27/2025"
"1942417662","HOPE NETWORK - NEW PASSAGES","3","01/28/2020"
"1013086156","DARMSTADT PHCY","3","10/09/2009"
"1013317650","WALGREENS #15553","3","09/02/2014"
"1013317650","WALGREENS #15553","3","11/27/2018"
"1023941879","Bluffton Community Hospital","3","06/03/2026"
"1033124219","WALGREENS #06779","3","08/07/2009"
"1033124219","WALGREENS #06779","3","11/21/2018"
"1033344080","Yadkin Valley Gastroenterology","3","05/20/2009"
"1033344080","Yadkin Valley Home Health","3","06/03/2026"
"1033488705","WALGREENS #13606","3","11/27/2018"
"1033488705","WALGREENS #13606","3","12/23/2011"
"1033926480","Consilient Interventional Clinicians","3","01/27/2025"
"1053332387","Walgreens #11064","3","05/27/2014"
"1053332387","Walgreens #11064","3","08/17/2018"
"1073528261","WALGREENS #07573","3","04/30/2008"
"1073528261","WALGREENS #07573","3","11/21/2018"
"1083783286","BAGHDAD BDD PHCY","3","07/30/2010"
"1104921089","WALGREENS #09967","3","05/22/2008"
"1104921089","WALGREENS #09967","3","11/26/2018"
"1114752920","ComForCare Home Care-St. Augustine","3","07/09/2025"
"1114752920","ComForCare Home Care-St. Augustine","3","09/03/2024"
"1124033303","WALGREENS #06320","3","04/30/2008"
"1124033303","WALGREENS #06320","3","11/21/2018"
"1144795261","Costa Mesa Detox","3","12/09/2024"
"1154509461","WALGREENS #13149","3","05/27/2009"
"1154509461","WALGREENS #13149","3","11/27/2018"
"1164499083","Commerce City Dialysis","3","03/01/2006"
"1164499083","Commerce City Dialysis","3","06/29/2018"
"1174346415","SALLY HEALTH","3","11/25/2024"
"1174346415","Sally Health & Innovative partners","3","06/03/2026"
"1174544621","Walgreens #11951","3","05/19/2015"
"1174544621","Walgreens #11951","3","11/27/2018"
"1174737795","HOPE NETWORK - NEW PASSAGES","3","01/27/2020"
"1215942495","WALGREENS #06396","3","04/30/2008"
"1215942495","WALGREENS #06396","3","11/21/2018"
"1225043409","WALGREENS #05638","3","04/30/2008"
"1225043409","WALGREENS #05638","3","11/21/2018"
"1225045305","WALGREENS #07701","3","04/30/2008"
"1225045305","WALGREENS #07701","3","11/26/2018"
"1235402835","Walgreens Specialty Pharmacy #15308","3","12/04/2024"
"1255537247","WALGREENS #09632","3","05/01/2008"
"1255537247","WALGREENS #09632","3","11/26/2018"
"1265104822","The Center for Surgery & Advanced Therapeutics","3","10/01/2021"
"1275554529","Walgreens #11283","3","05/09/2011"
"1275554529","Walgreens #11283","3","11/26/2018"
"1285567024","Sullivan Orthopedics PLLC","3","06/03/2026"
"1306867759","WALGREENS #11037","5","05/22/2008"
"1306867759","WALGREENS #11037","5","08/17/2018"
"1306915459","HEIDELBERG PHCY","3","10/13/2009"
"1316187032","Family Therapy Solutions","3","06/26/2023"
"1316245442","Walgreens #11999","3","03/15/2011"
"1316245442","Walgreens #11999","3","11/27/2018"
"1346588589","WALGREENS #13892","3","01/23/2013"
"1346588589","WALGREENS #13892","3","11/27/2018"
"1366519753","Walgreens #09926","3","05/13/2011"
"1366519753","Walgreens #09926","3","11/26/2018"
"1366879504","WALGREENS #15284","3","10/02/2013"
"1366879504","WALGREENS #15284","3","11/19/2018"
"1417164732","HOPE NETWORK - NEW PASSAGES","3","01/27/2020"
"1437164621","WALGREENS #07357","3","04/30/2008"
"1437164621","WALGREENS #07357","3","11/21/2018"
"1437365871","HOPE NETWORK - NEW PASSAGES","3","01/27/2020"
"1447329644","BAMBERG PHCY","3","10/13/2009"
"1457902314","Your Neighborhood Pharmacy","3","04/27/2020"
"1457902314","Your Neighborhood Pharmacy","3","09/23/2019"
"1477992485","WALGREENS #15117","3","06/24/2013"
"1477992485","WALGREENS #15117","3","11/27/2018"
"1497852255","TIKRIT PHARMACY","3","07/30/2010"
"1508935644","MANNHEIM PHCY","3","10/09/2009"
"1518057843","KUWAIT PHARMACY","3","07/30/2010"
"1548339732","BAGRAM BGM PHCY","3","07/30/2010"
"1568179786","Tonalli Therapy & Consulting","3","05/12/2026"
"1568395309","Baptist Health Specialty Clinic - Magnolia","3","06/03/2026"
"1568890366","Walgreens #21369","3","07/28/2022"
"1609708767","Community of Care Clubhouse","5","06/02/2026"
"1629224704","WALGREENS #11169","3","08/08/2008"
"1629224704","WALGREENS #11169","3","11/26/2018"
"1649590795","Walgreens # 12847","3","06/10/2010"
"1649590795","Walgreens # 12847","3","11/27/2018"
"1659709459","WALGREENS #15978","3","10/15/2013"
"1659709459","WALGREENS #15978","3","11/27/2018"
"1689689861","WALGREENS #06265","3","04/30/2008"
"1689689861","WALGREENS #06265","3","11/21/2018"
"1700041514","WALGREENS #10905","3","11/26/2018"
"1700041514","WALGREENS #10905","3","12/08/2009"
"1700842432","Hopi Dialysis Center","3","04/21/2006"
"1700842432","Hopi Dialysis Center","3","07/03/2018"
"1760756431","WALGREENS #13840","3","02/28/2012"
"1760756431","WALGREENS #13840","3","11/27/2018"
"1780223370","St Josephs Clinic, A Rural Health Clinic","3","06/03/2026"
"1790854917","BUEDINGEN PHCY","3","07/07/2010"
"1801858378","Happy Feet","3","06/13/2008"
"1811918139","WALGREENS #11763","3","01/27/2011"
"1811918139","WALGREENS #11763","3","11/27/2018"
"1821713751","EDWISDOM HOME HEALTHCARE","3","07/03/2024"
"1831436187","WALGREENS #13893","3","01/07/2013"
"1831436187","WALGREENS #13893","3","11/27/2018"
"1851311369","Walgreens #11054","3","08/17/2018"
"1851311369","Walgreens #11054","3","10/09/2012"
"1861407041","WALGREENS #05686","3","04/30/2008"
"1861407041","WALGREENS #05686","3","11/21/2018"
"1891628632","HrtX24","3","05/25/2026"
"1932032786","MJ FAMILY & COSMETIC DENTISTRYLLC","3","06/03/2026"
"1932404746","WALGREENS #11140","3","01/26/2011"
"1932404746","WALGREENS #11140","3","11/26/2018"
"1952316135","WALGREENS #05587","3","04/30/2008"
"1952316135","WALGREENS #05587","3","11/21/2018"
"1952703985","Breast Care of Western New York","3","06/03/2026"
"1952703985","Care Network Member Cheektowaga","3","06/03/2026"
"1952703985","Care Network Member Lockport","3","06/03/2026"
"1952703985","Care Network Member Wehrle Drive","3","06/03/2026"
"1952703985","Jamestown Medical Hematology and Oncology","3","06/03/2026"
"1952703985","Pulmonary Group of WNY","3","06/03/2026"
"1952703985","Roswell Park Dermatology","3","06/03/2026"
"1952703985","Roswell Park Hematology Oncology Northtowns","3","06/03/2026"
"1952703985","Roswell Park Hematology Oncology Southtowns","3","03/29/2022"
"1952703985","Roswell Park Hematology Oncology Southtowns","3","06/03/2026"
"1952703985","Roswell Park Niagara Falls Boulevard","3","06/03/2026"
"1952703985","Southtowns ENT","3","06/03/2026"
"1952703985","Southtowns Multi-Specialty","3","06/03/2026"
"1962428425","Walgreens #11057","3","02/23/2015"
"1962428425","Walgreens #11057","3","08/17/2018"
"1962571166","MOSUL MSL PHCY","3","07/30/2010"
"1972672004","DEXHEIM PHCY","3","10/13/2009"
"1982619177","WALGREENS #09342","3","04/30/2008"
"1982619177","WALGREENS #09342","3","11/26/2018"
"1073727723","HOPE NETWORK - NEW PASSAGES","3","01/27/2020"
"1093782070","Coastal Vein Vascular Institute","3","12/12/2018"
"1255843488","Therapy Matters LLC","3","12/08/2025"
"1275466047","Air Evac Lifeteam","3","05/26/2026"
"1285846352","Alpine Physical Therapy","3","10/02/2021"
"1285846352","Alpine Physical Therapy","3","10/05/2010"
"1386317618","LINCOLN COMMUNITY HOSPI","5","07/06/2021"
"1386317618","LINCOLN COMMUNITY HOSPITAL","5","07/06/2021"
"1407789274","PEPTIDE HEALTH OF NEW YORK","3","06/03/2026"
"1407789274","PEPTIDE PHARMACY","3","06/03/2026"
"1427985407","SMC Pulmonology Cherokee","3","06/03/2026"
"1427985407","SMC Pulmonology Church Street Place","3","06/03/2026"
"1427985407","SMC Pulmonology North Grove","3","06/03/2026"
"1427985407","SMC Pulmonology Pelham","3","06/03/2026"
"1427985407","SMC Pulmonology Union","3","06/03/2026"
"1538871546","American Vision","3","12/21/2022"
"1558294314","PMG South Clinic","3","06/03/2026"
"1649918186","LUX Infusion Centers 3","3","05/06/2026"
"1700719564","CloseKnit","3","06/03/2026"
"1841979036","Georgia","5","07/14/2023"
"1902523822","Heavenly Home Care Services LLC","4","04/03/2023"
"1902523822","Kingdom Care Solutions, LLC","5","06/03/2026"
"1922479716","Claremont Pharmacy","3","10/19/2015"
"1932032794","PINELAND PERSONAL CARE HOME ALS","3","06/03/2026"
"1932149366","Publix Pharmacy #0567","3","10/11/2013"
"1932149366","Publix Pharmacy #0567","3","11/21/2019"
"1952340721","Publix Pharmacy #0715","3","10/11/2013"
"1952340721","Publix Pharmacy #0715","3","12/06/2019"
"1003439472","Bethel Skilled Home Care LLC","3","10/01/2021"
"1013967603","Thames Elementary School","3","04/15/2021"
"1013967603","Thames Elementary School","3","06/19/2009"
"1023941812","Everest Senior Living Management Inc","3","06/03/2026"
"1023941812","Everest at Oceanside","3","06/03/2026"
"1033569470","Chicago Therapy Collective","3","06/03/2026"
"1083547889","EVEREST TUSTIN BLESSING STAR LLC","3","06/03/2026"
"1083547889","Everest Senior Living Management Inc","3","06/03/2026"
"1083547889","Everest at The Groves of Tustin","3","06/03/2026"
"1083547889","The Groves of Tustin","3","06/03/2026"
"1134083256","Dripping Springs Hearing & Tinnitus","3","06/03/2026"
"1154702587","seniors 1st choice adult day center","3","06/11/2015"
"1164015327","LUX Infusion Centers 3","3","05/14/2026"
"1194577510","Eyecare of Lehi","3","04/01/2024"
"1205858388","Arbor Family Health","5","05/21/2026"
"1205858388","Innis Community Health Center","5","05/21/2026"
"1225073968","Runnelstown School","3","04/16/2021"
"1225073968","Runnelstown School","3","06/11/2008"
"1235062027","Roper St. Francis Physician Partners Primary Care","3","06/03/2026"
"1265066146","Exploration Kids Therapy","3","05/21/2025"
"1285216929","Exploration Kids Therapy","3","05/21/2025"
"1538048301","Zion Healing Center of Sugar Land","3","08/27/2025"
"1538048301","Zion Healing Center of Sugar Land","3","08/28/2025"
"1629831011","FENSTERSZAUB MEDICAL PC","4","01/30/2024"
"1689537888","St. Charbel Rheumatology","3","02/13/2026"
"1689537888","St. Sharbel Rheumatology","3","02/13/2026"
"1730573098","Realo Specialty Care Pharmacy","3","03/25/2015"
"1770373649","Exploration Kids Therapy","3","05/12/2025"
"1780474650","Exploration Kids Therapy","3","05/12/2025"
"1790667129","Medcare Home Medical","3","07/24/2025"
"1831185636","Astera Health Sebeka Clinic","3","02/03/2023"
"1851127807","Pike Road Volunteer Fire Protection Authority","3","06/03/2026"
"1871546663","Astera Health Ottertail Clinic","3","02/03/2023"
"1881725224","Tri-County Health Care","3","01/21/2014"
"1891550661","Exploration Kids Therapy","3","05/21/2025"
"1932149481","Earl Travillion Attendance Center","3","04/16/2021"
"1932149481","Earl Travillion Attendance Center","3","06/11/2008"
"1962133389","Exploration Kids Therapy","3","05/21/2025"
"1962335752","Fancyherhair Extensions","5","06/03/2026"
"1982766762","briarwood pharmacy","3","08/05/2020"
"1982766762","briarwood pharmacy","3","12/15/2006"
"1992268627","n/a","5","04/01/2019"
"1992268627","n/a","5","05/02/2022"
"1992372874","Exploration Kids Therapy","3","05/21/2025"
"1992402416","The Emmada Institute of Behavioral Health & Wellness","3","04/05/2026"
"1992402416","The Emmada Institute of Behavioral Health and Wellness","3","04/05/2026"
"1053581892","HOME HEALTH CARE SOLUTIONS, INC.","3","02/04/2026"
"1083127641","Avina on 32nd","3","08/19/2025"
"1124473335","GOLDSTAR COUNSELING & WELLNESS CENTER","3","10/02/2020"
"1124473335","GOLDSTAR COUNSELING & WELLNESS CENTER","3","11/10/2022"
"1134115942","Tri-County Health Care-Bertha Clinic","3","03/30/2016"
"1134305162","Astera Health Wadena Clinic","3","02/03/2023"
"1144153941","AQ Drug & Medical Supplies","3","06/03/2026"
"1164355988","Creative Solutions","3","06/03/2026"
"1194711986","Astera Health Henning Clinic","3","02/03/2023"
"1235089111","Arcare144","3","01/30/2026"
"1285648295","North Memorial Health Cancer","3","05/15/2017"
"1326503764","Family Home Medical","3","02/28/2019"
"1366077299","Curemed Rx Inc","3","03/11/2020"
"1366335457","Advanced Dermatology, A Forefront Dermatology Practice","3","05/29/2025"
"1366335457","Advanced Dermatology, A Forefront Dermatology Practice","3","08/07/2025"
"1376436469","Advanced Dermatology, A Forefront Dermatology Practice","3","05/29/2025"
"1376436469","Advanced Dermatology, A Forefront Dermatology Practice","3","08/07/2025"
"1407262405","Astera Health Verndale Clinic","3","02/03/2023"
"1437955135","Success on the Spectrum Lowell","3","04/15/2026"
"1477545333","Tri- County Health Care","3","03/16/2016"
"1487547576","Advanced Dermatology, A Forefront Dermatology Practice","3","05/29/2025"
"1487547576","Advanced Dermatology, A Forefront Dermatology Practice","3","08/07/2025"
"1518225192","Inyo County HHS-SUD Clinic","5","03/15/2021"
"1518225192","Inyo County HHS-SUD Clinic","5","05/02/2012"
"1619781309","Charleston Movement Co. - Physical Therapy","3","06/03/2026"
"1619860715","Advanced Dermatology, A Forefront Dermatology Practice","3","05/29/2025"
"1619860715","Advanced Dermatology, A Forefront Dermatology Practice","3","08/07/2025"
"1740311109","Tri-County Health Care","3","01/21/2014"
"1750214557","AminoQuest Specialty Pharmacy","3","06/03/2026"
"1801772223","Los Angeles County Department of Homeless Services and Housing","5","08/11/2025"
"1831228006","FAMILY HOME MEDICAL","5","05/05/2025"
"1962636134","RIO HEALTH","3","02/22/2023"
"1962636134","RIO HEALTH","3","05/04/2009"
"1972596195","Arlington HomeCare","3","11/11/2010"
"1093266140","Addiction Medicine - Tower Health Medical Group","3","08/10/2020"
"1093266140","Addiction Medicine - Tower Health Medical Group","3","10/02/2017"
"1093266140","Addiction Medicine West Reading Tower Health Medical Group","3","08/10/2020"
"1134136112","WALGREENS #02905","3","03/03/2022"
"1134136112","WALGREENS #02905","3","05/08/2008"
"1154336469","WALGREENS #01910","3","02/25/2022"
"1154336469","WALGREENS #01910","3","05/08/2008"
"1154337731","WALGREENS #01610","3","02/24/2022"
"1154337731","WALGREENS #01610","3","05/09/2008"
"1184639296","WALGREENS #04536","3","04/05/2022"
"1184639296","WALGREENS #04536","3","05/09/2008"
"1184639478","WALGREENS #02023","3","02/25/2022"
"1184639478","WALGREENS #02023","3","05/09/2008"
"1194165183","Tower Direct","3","08/07/2020"
"1194730218","WALGREENS #04298","3","04/01/2022"
"1194730218","WALGREENS #04298","3","05/09/2008"
"1205841343","WALGREENS #04797","3","05/08/2008"
"1205841343","WALGREENS #04797","3","11/12/2019"
"1255346367","WALGREENS #03349","3","03/08/2022"
"1255346367","WALGREENS #03349","3","05/08/2008"
"1265447387","WALGREENS #04749","3","04/13/2022"
"1265447387","WALGREENS #04749","3","05/09/2008"
"1285649301","WALGREENS #4498","3","04/05/2022"
"1285649301","WALGREENS #4498","3","05/09/2008"
"1295150035","Dermatology - Tower Health Medical Group","3","08/11/2020"
"1295150035","Dermatology - Tower Health Medical Group","3","10/02/2017"
"1295150035","Dermatology Wyomissing Reed Ave Tower Health Medical Group","3","08/11/2020"
"1295826915","Maternal Fetal Medicine - Tower Health Medical Group","3","10/02/2017"
"1295826915","Maternal Fetal Medicine West Reading Tower Health Medical Group","3","11/06/2025"
"1306655253","Aesthetic Haven Health & Beauty","3","04/06/2026"
"1306655253","Aesthetic Haven Health & Beauty, LLC","3","03/11/2025"
"1306655253","Aesthetic Haven, LLC","5","04/06/2026"
"1346173168","Concrete Generational Wellness","3","06/03/2026"
"1346255452","WALGREENS #03426","3","03/09/2022"
"1346255452","WALGREENS #03426","3","05/08/2008"
"1376558494","WALGREENS #04585","3","05/27/2008"
"1376558494","WALGREENS #04585","3","06/07/2018"
"1376558668","WALGREENS #01265","3","02/23/2022"
"1376558668","WALGREENS #01265","3","05/09/2008"
"1376568998","Sinai Orthopedic Associates","5","01/28/2022"
"1386659407","WALGREENS #04297","3","04/01/2022"
"1386659407","WALGREENS #04297","3","05/09/2008"
"1437164548","WALGREENS #03364","3","03/08/2022"
"1437164548","WALGREENS #03364","3","05/09/2008"
"1447265558","WALGREENS #02714","3","03/02/2022"
"1447265558","WALGREENS #02714","3","05/09/2008"
"1457366577","WALGREENS #4795","3","04/13/2022"
"1457366577","WALGREENS #4795","3","05/08/2008"
"1467467589","WALGREENS #04308","3","04/01/2022"
"1467467589","WALGREENS #04308","3","05/09/2008"
"1477568590","WALGREENS #04244","3","04/01/2022"
"1477568590","WALGREENS #04244","3","08/10/2009"
"1487745105","Interventional Radiology - Tower Health Medical Group","3","10/02/2017"
"1528073632","WALGREENS #03012","3","03/04/2022"
"1528073632","WALGREENS #03012","3","05/08/2008"
"1528991247","Everyday Care","3","06/03/2026"
"1538174834","WALGREENS #01246","3","02/23/2022"
"1538174834","WALGREENS #01246","3","05/09/2008"
"1548275662","WALGREENS #04676","3","04/13/2022"
"1548275662","WALGREENS #04676","3","05/08/2008"
"1558376673","WALGREENS #04748","3","04/13/2022"
"1558376673","WALGREENS #04748","3","05/09/2008"
"1568477685","WALGREENS #4413","3","02/05/2014"
"1568477685","WALGREENS #4413","3","04/04/2022"
"1568479558","WALGREENS #04660","3","04/12/2022"
"1568479558","WALGREENS #04660","3","05/09/2008"
"1609291350","Internal Medicine - Tower Health Medical Group","3","10/02/2017"
"1609291350","Internal Medicine Birdsboro Tower Health Medical Group","3","11/06/2025"
"1609291350","Internal Medicine Douglassville Tower Health Medical Group","3","11/06/2025"
"1609291350","Internal Medicine Exeter Tower Health Medical Group","3","11/06/2025"
"1609291350","Internal Medicine Muhlenberg Tower Health Medical Group","3","11/06/2025"
"1609291350","Internal Medicine Residency Wyomissing Tower Health Medical Group","3","11/06/2025"
"1609291350","Internal Medicine Wyomissing Tower Health Medical","3","11/06/2025"
"1629083746","WALGREENS #04608","3","04/12/2022"
"1629083746","WALGREENS #04608","3","05/08/2008"
"1639184757","WALGREENS #04453","3","04/04/2022"
"1639184757","WALGREENS #04453","3","05/09/2008"
"1649285768","WALGREENS #04452","3","04/04/2022"
"1649285768","WALGREENS #04452","3","05/08/2008"
"1659190247","Good Day Psychiatry","3","01/14/2026"
"1659388643","WALGREENS #04726","3","04/13/2022"
"1659388643","WALGREENS #04726","3","05/08/2008"
"1699780734","WALGREENS #03232","3","03/07/2022"
"1699780734","WALGREENS #03232","3","04/28/2008"
"1700308293","Monterey Birth & Wellness Center","3","03/10/2021"
"1700369535","Radiology - Tower Health Medical Group","3","09/06/2018"
"1700369535","Radiology - Tower Health Medical Group","3","09/07/2018"
"1710992839","WALGREENS #04691","3","04/13/2022"
"1710992839","WALGREENS #04691","3","05/09/2008"
"1710992995","WALGREENS #04542","3","04/11/2022"
"1710992995","WALGREENS #04542","3","07/29/2010"
"1720093842","WALGREENS #04454","3","04/04/2022"
"1720093842","WALGREENS #04454","3","05/09/2008"
"1730194853","WALGREENS #04501","3","04/05/2022"
"1730194853","WALGREENS #04501","3","05/08/2008"
"1730358466","Bullhook Clinic","3","02/27/2008"
"1730665159","Avina of Kenosha","3","08/19/2025"
"1740297738","WALGREENS #04255","3","04/01/2022"
"1740297738","WALGREENS #04255","3","05/08/2008"
"1811335516","Obstetrics & Gynecology Exeter Tower Health Medical Group","3","08/11/2020"
"1811335516","Obstetrics & Gynecology Exeter Tower Health Medical Group","3","11/20/2021"
"1811902935","WALGREENS #04367","3","04/04/2022"
"1811902935","WALGREENS #04367","3","05/08/2008"
"1841733961","Advanced Care for Women - Tower Health Medical Group","3","08/11/2020"
"1841733961","Advanced Care for Women - Tower Health Medical Group","3","10/02/2017"
"1841733961","Obstetrics & Gynecology West Reading Suite 245 THMG","3","08/11/2020"
"1841733961","Obstetrics & Gynecology West Reading Suite 380 THMG","3","08/11/2020"
"1861733248","Obstetrics & Gynecology Wyomissing Reed Ave Tower Health Medical Group","3","08/11/2020"
"1861733248","Premier Women's Health - Tower Health Medical Group","3","08/11/2020"
"1902811029","WALGREENS #04631","3","04/12/2022"
"1902811029","WALGREENS #04631","3","05/09/2008"
"1902811292","WALGREENS #02825","3","03/02/2022"
"1902811292","WALGREENS #02825","3","05/08/2008"
"1912912031","WALGREENS #04412","3","04/04/2022"
"1912912031","WALGREENS #04412","3","05/09/2008"
"1912912049","WALGREENS #04661","3","04/12/2022"
"1912912049","WALGREENS #04661","3","05/09/2008"
"1952318933","WALGREENS #02581","3","05/08/2008"
"1952318933","WALGREENS #02581","5","09/04/2025"
"1982029633","Family Medicine - Tower Health Medical Group","3","11/25/2025"
"1982029633","Family Medicine 950A Wyomissing Tower Health Medical Group","3","08/11/2020"
"1982029633","Family Medicine 950A Wyomissing Tower Health Medical Group","3","11/25/2025"
"1982029633","Family Medicine Bernville Tower Health Medical Group","3","11/25/2025"
"1982029633","Family Medicine Birdsboro Tower Health Medical Group","3","11/25/2025"
"1982029633","Family Medicine Blandon Tower Health Medical Group","3","11/25/2025"
"1982029633","Family Medicine Boyertown Tower Health Medical Group","3","11/25/2025"
"1982029633","Family Medicine Elverson Tower Health Medical Group","3","11/25/2025"
"1982029633","Family Medicine Exeter DeMoss Rd Tower Health Medical Group","3","11/25/2025"
"1982029633","Family Medicine Exeter Tower Health Medical Group","3","11/25/2025"
"1982029633","Family Medicine Gateway Tower Health Medical Group","3","11/25/2025"
"1982029633","Family Medicine Hamburg Tower Health Medical Group","3","11/25/2025"
"1982029633","Family Medicine Kenhorst Tower Health Medical Group","3","11/25/2025"
"1982029633","Family Medicine Kutztown Tower Health Medical Group","3","11/25/2025"
"1982029633","Family Medicine Laureldale Tower Health Medical Group","3","11/25/2025"
"1982029633","Family Medicine Sinking Spring Tower Health Medical Group","3","11/25/2025"
"1982029633","Family Medicine West Lawn Tower Health Medical Group","3","11/25/2025"
"1982029633","Family Medicine Womelsdorf Tower Health Medical Group","3","11/25/2025"
"1982029633","Family Medicine Wyomissing Tower Health Medical Group","3","11/25/2025"
"1982537619","SHAWNYA PATTERSON","5","06/03/2026"
"1003098344","WALGREENS #10778","3","03/11/2022"
"1003098344","WALGREENS #10778","3","05/09/2008"
"1003821133","WALGREENS #05398","3","04/26/2022"
"1003821133","WALGREENS #05398","3","05/09/2008"
"1003821398","WALGREENS #07484","3","05/09/2008"
"1003821398","WALGREENS #07484","3","05/23/2022"
"1013922152","WALGREENS #05842","3","04/29/2022"
"1013922152","WALGREENS #05842","3","05/08/2008"
"1013924034","WALGREENS #06830","3","05/08/2008"
"1013924034","WALGREENS #06830","3","05/11/2022"
"1023023165","WALGREENS# 07065","3","05/08/2008"
"1023023165","WALGREENS# 07065","3","05/12/2022"
"1023941770","best practice psychiatry","3","06/03/2026"
"1033124169","WALGREENS #11085","3","03/17/2022"
"1033124169","WALGREENS #11085","3","03/23/2011"
"1033306956","Walgreens # 11310","3","03/21/2022"
"1033306956","Walgreens # 11310","3","05/09/2008"
"1033450424","Pediatrics - Tower Health Medical Group","3","10/02/2017"
"1033450424","Pediatrics Wyomissing Tower Health Medical Group","3","11/06/2025"
"1033526959","WALGREENS #15535","3","04/29/2022"
"1033526959","WALGREENS #15535","3","07/14/2014"
"1043227028","WALGREENS #07158","3","05/08/2008"
"1043227028","WALGREENS #07158","3","05/13/2022"
"1043485568","Walgreens # 11795","5","03/24/2022"
"1043485568","Walgreens # 11795","5","04/25/2008"
"1043486913","Walgreens #11953","3","03/25/2022"
"1053501577","WALGREENS #10351","3","03/07/2022"
"1053501577","WALGREENS #10351","3","05/09/2008"
"1063427102","WALGREENS #06965","3","04/28/2008"
"1063427102","WALGREENS #06965","3","05/12/2022"
"1063589273","Trauma - Tower Health Medical Group","3","08/10/2020"
"1063589273","Trauma - Tower Health Medical Group","3","10/02/2017"
"1063589273","Trauma Reading Tower Health Medical Group","3","08/10/2020"
"1063644706","Walgreens #12849","3","04/08/2022"
"1063644706","Walgreens #12849","3","08/13/2009"
"1063883403","Walgreens Specialty Pharmacy #16374","3","11/02/2024"
"1073520060","WALGREENS #06053","3","05/03/2022"
"1073520060","WALGREENS #06053","3","05/09/2008"
"1073772109","Walgreens #12042","3","03/28/2022"
"1073772109","Walgreens #12042","3","07/31/2008"
"1083629190","WALGREENS #10080","3","03/01/2022"
"1083629190","WALGREENS #10080","3","05/09/2008"
"1093088981","Wound Healing and Hyperbaric Medicine - Tower Health Medical Group","3","08/10/2020"
"1093088981","Wound Healing and Hyperbaric Medicine - Tower Health Medical Group","3","10/02/2017"
"1093088981","Wound Healing and Hyperbaric Medicine Wyomissing THMG","3","08/10/2020"
"1093720120","WALGREENS #05321","3","04/26/2022"
"1093720120","WALGREENS #05321","3","05/09/2008"
"1093720385","WALGREENS #09130","3","05/08/2008"
"1093720385","WALGREENS #09130","3","06/09/2022"
"1093720393","WALGREENS #07206","3","05/08/2008"
"1093720393","WALGREENS #07206","3","05/13/2022"
"1104018241","WALGREENS #07690","3","04/06/2009"
"1104018241","WALGREENS #07690","3","11/13/2019"
"1104833128","WALGREENS #06559","3","05/09/2008"
"1104833128","WALGREENS #06559","3","05/09/2022"
"1104917822","Midwives - Tower Health Medical Group","3","10/02/2017"
"1104917822","Midwives Reading Tower Health Medical Group","3","11/11/2025"
"1114000726","Physical Medicine & Rehabilitation -Tower Health Medical Group","3","08/10/2020"
"1114000726","Physical Medicine & Rehabilitation -Tower Health Medical Group","3","10/02/2017"
"1114000726","Physical Medicine & Rehabilitation Wyomissing THMG","3","08/10/2020"
"1114932258","WALGREENS #06369","3","05/06/2022"
"1114932258","WALGREENS #06369","3","05/09/2008"
"1124487210","Cardiology - Tower Health Medical Group","3","08/10/2020"
"1124487210","Cardiology Hamburg Tower Health Medical Group","3","08/10/2020"
"1124487210","Cardiology West Reading 5th Ave Tower Health Medical Group","3","08/10/2020"
"1124487210","Cardiology West Reading 7th Ave Ste 1120 Tower Health Medical Group","3","08/10/2020"
"1124487210","Cardiology West Reading Tower Health Medical Group","3","08/10/2020"
"1124487210","Cardiology Wyomissing 1220 Broadcasting Rd Tower Health Medical Group","3","08/10/2020"
"1124487210","Cardiology Wyomissing 1320 Broadcasting Rd Tower Health Medical Group","3","08/10/2020"
"1124487210","Cardiology Wyomissing Cambridge Ave Tower Health Medical Group","3","08/10/2020"
"1124487210","Cardiology Wyomissing Papermill Rd Tower Health Medical Group","3","08/10/2020"
"1124487210","Cardiology Wyomissing Tower Health Medical Group","3","08/10/2020"
"1124557053","Walgreens #15951","3","05/03/2022"
"1124557053","Walgreens #15951","3","06/05/2017"
"1134598170","WALGREENS #16254","3","05/05/2022"
"1134598170","WALGREENS #16254","3","09/21/2015"
"1144236522","WALGREENS #07874","3","05/09/2008"
"1144236522","WALGREENS #07874","3","06/08/2022"
"1154468874","Plastic and Reconstructive Surgery- Tower Health Medical Group","3","10/02/2017"
"1154693331","Walgreens Specialty Pharmacy #15322","3","12/06/2024"
"1174538284","WALGREENS #15007","3","03/08/2012"
"1174538284","WALGREENS #15007","3","04/25/2022"
"1174538292","WALGREENS #05168","3","04/25/2022"
"1174538292","WALGREENS #05168","3","05/08/2008"
"1174681969","Pathology - Tower Health Medical Group","3","05/08/2019"
"1184175804","Neurological Critical Care - Tower Health Medical Group","3","08/10/2020"
"1184175804","Neurological Critical Care - Tower Health Medical Group","3","10/02/2017"
"1184175804","Neurological Critical Care Reading Tower Health Medical Group","3","08/10/2020"
"1184639205","WALGREENS #05097","3","04/22/2022"
"1184639205","WALGREENS #05097","3","05/09/2008"
"1184639486","WALGREENS #09124","3","05/08/2008"
